bounce,src,dst,packet_size,time
93,0,1,400,0.000813
94,0,1,400,0.000820
95,0,1,400,0.000811
96,0,1,400,0.000841
97,0,1,400,0.000817
98,0,1,400,0.000806
99,0,1,400,0.000831
0,0,1,4000,0.003524
1,0,1,4000,0.002163
2,0,1,4000,0.002172
3,0,1,4000,0.002173
4,0,1,4000,0.002173
5,0,1,4000,0.002171
6,0,1,4000,0.002177
7,0,1,4000,0.002174
8,0,1,4000,0.002173
9,0,1,4000,0.002191
10,0,1,4000,0.002172
11,0,1,4000,0.002165
12,0,1,4000,0.002180
13,0,1,4000,0.002191
14,0,1,4000,0.002178
15,0,1,4000,0.002263
16,0,1,4000,0.002177
17,0,1,4000,0.002189
18,0,1,4000,0.002177
19,0,1,4000,0.002171
20,0,1,4000,0.002169
21,0,1,4000,0.002175
22,0,1,4000,0.002178
23,0,1,4000,0.002166
24,0,1,4000,0.002166
25,0,1,4000,0.002173
26,0,1,4000,0.002174
27,0,1,4000,0.002169
28,0,1,4000,0.002168
29,0,1,4000,0.002165
30,0,1,4000,0.002162
31,0,1,4000,0.002161
32,0,1,4000,0.002158
33,0,1,4000,0.002163
34,0,1,4000,0.002157
35,0,1,4000,0.002163
36,0,1,4000,0.002174
37,0,1,4000,0.002167
38,0,1,4000,0.002136
39,0,1,4000,0.002170
40,0,1,4000,0.002162
41,0,1,4000,0.002164
42,0,1,4000,0.002165
43,0,1,4000,0.002172
44,0,1,4000,0.002165
45,0,1,4000,0.002174
46,0,1,4000,0.002166
47,0,1,4000,0.002172
48,0,1,4000,0.002170
49,0,1,4000,0.002169
50,0,1,4000,0.002165
51,0,1,4000,0.002170
52,0,1,4000,0.002172
53,0,1,4000,0.002168
54,0,1,4000,0.002176
55,0,1,4000,0.002176
56,0,1,4000,0.002169
57,0,1,4000,0.002161
58,0,1,4000,0.002175
59,0,1,4000,0.002158
60,0,1,4000,0.002161
61,0,1,4000,0.002159
62,0,1,4000,0.002170
63,0,1,4000,0.002163
64,0,1,4000,0.002164
65,0,1,4000,0.002168
66,0,1,4000,0.002166
67,0,1,4000,0.002172
68,0,1,4000,0.002170
69,0,1,4000,0.002165
70,0,1,4000,0.002166
71,0,1,4000,0.002166
72,0,1,4000,0.002166
73,0,1,4000,0.002170
74,0,1,4000,0.002163
75,0,1,4000,0.002168
76,0,1,4000,0.002170
77,0,1,4000,0.002166
78,0,1,4000,0.002173
79,0,1,4000,0.002161
80,0,1,4000,0.002160
81,0,1,4000,0.002158
82,0,1,4000,0.002163
83,0,1,4000,0.002163
84,0,1,4000,0.002166
85,0,1,4000,0.002157
86,0,1,4000,0.002171
87,0,1,4000,0.002161
88,0,1,4000,0.002167
89,0,1,4000,0.002157
90,0,1,4000,0.002172
91,0,1,4000,0.002172
92,0,1,4000,0.002167
93,0,1,4000,0.002171
94,0,1,4000,0.002166
95,0,1,4000,0.002140
96,0,1,4000,0.002158
97,0,1,4000,0.002145
98,0,1,4000,0.002159
99,0,1,4000,0.002159
0,0,1,40000,0.009526
1,0,1,40000,0.008154
2,0,1,40000,0.008167
3,0,1,40000,0.008164
4,0,1,40000,0.008169
5,0,1,40000,0.008168
6,0,1,40000,0.008171
7,0,1,40000,0.008170
8,0,1,40000,0.008164
9,0,1,40000,0.008162
10,0,1,40000,0.008164
11,0,1,40000,0.008163
12,0,1,40000,0.008166
13,0,1,40000,0.008166
14,0,1,40000,0.008166
15,0,1,40000,0.008161
16,0,1,40000,0.008161
17,0,1,40000,0.008163
18,0,1,40000,0.008162
19,0,1,40000,0.008160
20,0,1,40000,0.008164
21,0,1,40000,0.008167
22,0,1,40000,0.008168
23,0,1,40000,0.008162
24,0,1,40000,0.008163
25,0,1,40000,0.008167
26,0,1,40000,0.008164
27,0,1,40000,0.008165
28,0,1,40000,0.008163
29,0,1,40000,0.008173
30,0,1,40000,0.008162
31,0,1,40000,0.008163
32,0,1,40000,0.008161
33,0,1,40000,0.008169
34,0,1,40000,0.008166
35,0,1,40000,0.008162
36,0,1,40000,0.008161
37,0,1,40000,0.008166
38,0,1,40000,0.008159
39,0,1,40000,0.008167
40,0,1,40000,0.008164
41,0,1,40000,0.008167
42,0,1,40000,0.008160
43,0,1,40000,0.008165
44,0,1,40000,0.008162
45,0,1,40000,0.008164
46,0,1,40000,0.008160
47,0,1,40000,0.008166
48,0,1,40000,0.008168
49,0,1,40000,0.008153
50,0,1,40000,0.008166
51,0,1,40000,0.008161
52,0,1,40000,0.008163
53,0,1,40000,0.008164
54,0,1,40000,0.008166
55,0,1,40000,0.008167
56,0,1,40000,0.008159
57,0,1,40000,0.008164
58,0,1,40000,0.008165
59,0,1,40000,0.008178
60,0,1,40000,0.008168
61,0,1,40000,0.008170
62,0,1,40000,0.008166
63,0,1,40000,0.008151
64,0,1,40000,0.008165
65,0,1,40000,0.008171
66,0,1,40000,0.008165
67,0,1,40000,0.008167
68,0,1,40000,0.008165
69,0,1,40000,0.008162
70,0,1,40000,0.008164
71,0,1,40000,0.008166
72,0,1,40000,0.008164
73,0,1,40000,0.008181
74,0,1,40000,0.008165
75,0,1,40000,0.008165
76,0,1,40000,0.008171
77,0,1,40000,0.008163
78,0,1,40000,0.008165
79,0,1,40000,0.008170
80,0,1,40000,0.008179
81,0,1,40000,0.008165
82,0,1,40000,0.008181
83,0,1,40000,0.008165
84,0,1,40000,0.008166
85,0,1,40000,0.008168
86,0,1,40000,0.008163
87,0,1,40000,0.008159
88,0,1,40000,0.008164
89,0,1,40000,0.008167
90,0,1,40000,0.008180
91,0,1,40000,0.008165
92,0,1,40000,0.008170
93,0,1,40000,0.008167
94,0,1,40000,0.008169
95,0,1,40000,0.008169
96,0,1,40000,0.008167
97,0,1,40000,0.008168
98,0,1,40000,0.008158
99,0,1,40000,0.008168
0,0,1,400000,0.072687
1,0,1,400000,0.071227
2,0,1,400000,0.071245
3,0,1,400000,0.071232
4,0,1,400000,0.071000
5,0,1,400000,0.071246
6,0,1,400000,0.071247
7,0,1,400000,0.071225
8,0,1,400000,0.071247
9,0,1,400000,0.071232
10,0,1,400000,0.071229
11,0,1,400000,0.071230
12,0,1,400000,0.071195
13,0,1,400000,0.071223
14,0,1,400000,0.071230
15,0,1,400000,0.071220
16,0,1,400000,0.071211
17,0,1,400000,0.071231
18,0,1,400000,0.071241
19,0,1,400000,0.071245
20,0,1,400000,0.071241
21,0,1,400000,0.071225
22,0,1,400000,0.071227
23,0,1,400000,0.071259
24,0,1,400000,0.071226
25,0,1,400000,0.071210
26,0,1,400000,0.071196
27,0,1,400000,0.071217
28,0,1,400000,0.071208
29,0,1,400000,0.071214
30,0,1,400000,0.071220
31,0,1,400000,0.071216
32,0,1,400000,0.071229
33,0,1,400000,0.071218
34,0,1,400000,0.071232
35,0,1,400000,0.071222
36,0,1,400000,0.071213
37,0,1,400000,0.071197
38,0,1,400000,0.071230
39,0,1,400000,0.071220
40,0,1,400000,0.071222
41,0,1,400000,0.071243
42,0,1,400000,0.071257
43,0,1,400000,0.071230
44,0,1,400000,0.071250
45,0,1,400000,0.071243
46,0,1,400000,0.071206
47,0,1,400000,0.071250
48,0,1,400000,0.071243
49,0,1,400000,0.071231
50,0,1,400000,0.071242
51,0,1,400000,0.071228
52,0,1,400000,0.071249
53,0,1,400000,0.071203
54,0,1,400000,0.071213
55,0,1,400000,0.071235
56,0,1,400000,0.071239
57,0,1,400000,0.071225
58,0,1,400000,0.071232
59,0,1,400000,0.071226
60,0,1,400000,0.071219
61,0,1,400000,0.071223
62,0,1,400000,0.071197
63,0,1,400000,0.071227
64,0,1,400000,0.071232
65,0,1,400000,0.071227
66,0,1,400000,0.071207
67,0,1,400000,0.071223
68,0,1,400000,0.071221
69,0,1,400000,0.071231
70,0,1,400000,0.071219
71,0,1,400000,0.071212
72,0,1,400000,0.071200
73,0,1,400000,0.071211
74,0,1,400000,0.071204
75,0,1,400000,0.071229
76,0,1,400000,0.071204
77,0,1,400000,0.071217
78,0,1,400000,0.071236
79,0,1,400000,0.071216
80,0,1,400000,0.071221
81,0,1,400000,0.071201
82,0,1,400000,0.071214
83,0,1,400000,0.071218
84,0,1,400000,0.071210
85,0,1,400000,0.071201
86,0,1,400000,0.071248
87,0,1,400000,0.071211
88,0,1,400000,0.071208
89,0,1,400000,0.071213
90,0,1,400000,0.071239
91,0,1,400000,0.071204
92,0,1,400000,0.071243
93,0,1,400000,0.071203
94,0,1,400000,0.071190
95,0,1,400000,0.071216
96,0,1,400000,0.071174
97,0,1,400000,0.071209
98,0,1,400000,0.071208
99,0,1,400000,0.071222
