exp,src,dst,number_of_packets,packet_size,time
61,4,5,100,400,0.000029
61,2,3,100,400,0.000030
9,6,7,100,400,0.000235
62,2,3,100,400,0.000030
62,4,5,100,400,0.000031
9,0,1,100,400,0.000225
63,4,5,100,400,0.000030
63,2,3,100,400,0.000031
64,4,5,100,400,0.000028
64,2,3,100,400,0.000029
65,2,3,100,400,0.000030
65,4,5,100,400,0.000030
66,4,5,100,400,0.000027
66,2,3,100,400,0.000029
67,4,5,100,400,0.000030
67,2,3,100,400,0.000032
68,4,5,100,400,0.000030
68,2,3,100,400,0.000030
69,2,3,100,400,0.000030
69,4,5,100,400,0.000030
70,4,5,100,400,0.000031
70,2,3,100,400,0.000029
10,6,7,100,400,0.000258
71,2,3,100,400,0.000033
71,4,5,100,400,0.000029
10,0,1,100,400,0.000267
72,4,5,100,400,0.000028
72,2,3,100,400,0.000029
73,4,5,100,400,0.000029
73,2,3,100,400,0.000030
74,4,5,100,400,0.000030
74,2,3,100,400,0.000031
75,4,5,100,400,0.000029
75,2,3,100,400,0.000031
76,4,5,100,400,0.000030
76,2,3,100,400,0.000029
77,4,5,100,400,0.000029
77,2,3,100,400,0.000030
78,2,3,100,400,0.000030
78,4,5,100,400,0.000028
79,4,5,100,400,0.000029
11,0,1,100,400,0.000234
11,6,7,100,400,0.000286
79,2,3,100,400,0.000029
80,4,5,100,400,0.000030
80,2,3,100,400,0.000030
81,4,5,100,400,0.000029
81,2,3,100,400,0.000029
82,4,5,100,400,0.000030
82,2,3,100,400,0.000031
83,2,3,100,400,0.000030
83,4,5,100,400,0.000030
84,4,5,100,400,0.000029
84,2,3,100,400,0.000030
85,4,5,100,400,0.000030
85,2,3,100,400,0.000030
86,4,5,100,400,0.000030
86,2,3,100,400,0.000030
12,0,1,100,400,0.000293
87,4,5,100,400,0.000030
88,4,5,100,400,0.000031
87,2,3,100,400,0.000031
89,4,5,100,400,0.000029
88,2,3,100,400,0.000029
89,2,3,100,400,0.000031
12,6,7,100,400,0.000359
90,4,5,100,400,0.000027
90,2,3,100,400,0.000029
91,4,5,100,400,0.000031
91,2,3,100,400,0.000031
92,4,5,100,400,0.000029
92,2,3,100,400,0.000031
93,4,5,100,400,0.000029
93,2,3,100,400,0.000031
94,4,5,100,400,0.000029
94,2,3,100,400,0.000031
13,0,1,100,400,0.000238
95,4,5,100,400,0.000029
95,2,3,100,400,0.000031
96,4,5,100,400,0.000033
96,2,3,100,400,0.000029
97,4,5,100,400,0.000031
97,2,3,100,400,0.000030
98,4,5,100,400,0.000031
99,4,5,100,400,0.000029
98,2,3,100,400,0.000030
13,6,7,100,400,0.000330
99,2,3,100,400,0.000029
14,6,7,100,400,0.000103
14,0,1,100,400,0.000226
15,6,7,100,400,0.000030
15,0,1,100,400,0.000031
16,6,7,100,400,0.000051
16,0,1,100,400,0.000041
17,0,1,100,400,0.000034
17,6,7,100,400,0.000041
18,6,7,100,400,0.000030
18,0,1,100,400,0.000040
19,6,7,100,400,0.000049
19,0,1,100,400,0.000029
20,6,7,100,400,0.000043
20,0,1,100,400,0.000051
21,6,7,100,400,0.000049
21,0,1,100,400,0.000039
22,6,7,100,400,0.000029
22,0,1,100,400,0.000029
23,6,7,100,400,0.000031
23,0,1,100,400,0.000028
24,0,1,100,400,0.000030
24,6,7,100,400,0.000030
25,6,7,100,400,0.000030
25,0,1,100,400,0.000039
26,0,1,100,400,0.000045
26,6,7,100,400,0.000031
27,6,7,100,400,0.000039
27,0,1,100,400,0.000031
28,6,7,100,400,0.000028
28,0,1,100,400,0.000030
29,0,1,100,400,0.000030
29,6,7,100,400,0.000031
30,6,7,100,400,0.000030
30,0,1,100,400,0.000052
31,6,7,100,400,0.000030
31,0,1,100,400,0.000037
32,0,1,100,400,0.000044
32,6,7,100,400,0.000029
33,6,7,100,400,0.000029
33,0,1,100,400,0.000029
34,6,7,100,400,0.000051
34,0,1,100,400,0.000031
35,6,7,100,400,0.000033
35,0,1,100,400,0.000030
36,6,7,100,400,0.000040
36,0,1,100,400,0.000030
37,6,7,100,400,0.000030
37,0,1,100,400,0.000030
38,6,7,100,400,0.000028
38,0,1,100,400,0.000030
39,6,7,100,400,0.000029
39,0,1,100,400,0.000029
40,6,7,100,400,0.000060
40,0,1,100,400,0.000036
41,0,1,100,400,0.000030
41,6,7,100,400,0.000029
42,6,7,100,400,0.000029
42,0,1,100,400,0.000030
43,6,7,100,400,0.000029
43,0,1,100,400,0.000029
44,6,7,100,400,0.000039
44,0,1,100,400,0.000031
45,6,7,100,400,0.000038
45,0,1,100,400,0.000032
46,6,7,100,400,0.000029
46,0,1,100,400,0.000030
47,6,7,100,400,0.000035
47,0,1,100,400,0.000044
48,0,1,100,400,0.000032
48,6,7,100,400,0.000029
49,6,7,100,400,0.000040
49,0,1,100,400,0.000051
50,6,7,100,400,0.000028
50,0,1,100,400,0.000030
51,6,7,100,400,0.000029
51,0,1,100,400,0.000030
52,6,7,100,400,0.000029
52,0,1,100,400,0.000030
53,6,7,100,400,0.000038
53,0,1,100,400,0.000038
54,6,7,100,400,0.000055
54,0,1,100,400,0.000029
55,6,7,100,400,0.000031
55,0,1,100,400,0.000031
56,0,1,100,400,0.000028
56,6,7,100,400,0.000031
57,6,7,100,400,0.000030
57,0,1,100,400,0.000040
58,6,7,100,400,0.000030
58,0,1,100,400,0.000029
59,6,7,100,400,0.000030
59,0,1,100,400,0.000031
60,6,7,100,400,0.000044
60,0,1,100,400,0.000054
61,6,7,100,400,0.000029
61,0,1,100,400,0.000040
62,6,7,100,400,0.000039
62,0,1,100,400,0.000039
63,0,1,100,400,0.000030
63,6,7,100,400,0.000040
64,0,1,100,400,0.000030
64,6,7,100,400,0.000031
65,6,7,100,400,0.000030
65,0,1,100,400,0.000030
66,0,1,100,400,0.000035
66,6,7,100,400,0.000031
67,6,7,100,400,0.000036
67,0,1,100,400,0.000034
68,0,1,100,400,0.000051
68,6,7,100,400,0.000030
69,6,7,100,400,0.000029
69,0,1,100,400,0.000031
70,6,7,100,400,0.000030
70,0,1,100,400,0.000029
71,6,7,100,400,0.000030
71,0,1,100,400,0.000030
72,6,7,100,400,0.000028
72,0,1,100,400,0.000030
73,0,1,100,400,0.000045
73,6,7,100,400,0.000030
74,6,7,100,400,0.000043
74,0,1,100,400,0.000031
75,6,7,100,400,0.000030
75,0,1,100,400,0.000030
76,0,1,100,400,0.000029
76,6,7,100,400,0.000031
77,0,1,100,400,0.000031
77,6,7,100,400,0.000029
78,6,7,100,400,0.000030
78,0,1,100,400,0.000031
79,6,7,100,400,0.000029
79,0,1,100,400,0.000031
80,6,7,100,400,0.000030
80,0,1,100,400,0.000029
81,6,7,100,400,0.000037
81,0,1,100,400,0.000034
82,6,7,100,400,0.000030
82,0,1,100,400,0.000031
83,6,7,100,400,0.000030
83,0,1,100,400,0.000048
84,6,7,100,400,0.000031
84,0,1,100,400,0.000031
85,6,7,100,400,0.000030
85,0,1,100,400,0.000030
86,6,7,100,400,0.000031
86,0,1,100,400,0.000031
87,6,7,100,400,0.000031
87,0,1,100,400,0.000039
88,6,7,100,400,0.000033
88,0,1,100,400,0.000031
89,6,7,100,400,0.000039
89,0,1,100,400,0.000030
90,0,1,100,400,0.000031
90,6,7,100,400,0.000028
91,6,7,100,400,0.000030
91,0,1,100,400,0.000039
92,6,7,100,400,0.000029
92,0,1,100,400,0.000040
93,6,7,100,400,0.000029
93,0,1,100,400,0.000032
94,6,7,100,400,0.000029
94,0,1,100,400,0.000037
95,0,1,100,400,0.000050
95,6,7,100,400,0.000030
96,6,7,100,400,0.000036
96,0,1,100,400,0.000029
97,6,7,100,400,0.000026
97,0,1,100,400,0.000030
98,0,1,100,400,0.000049
98,6,7,100,400,0.000029
99,6,7,100,400,0.000028
99,0,1,100,400,0.000031
1,2,3,100,4000,0.000466
1,6,7,100,4000,0.000477
1,0,1,100,4000,0.000461
2,2,3,100,4000,0.000062
1,4,5,100,4000,0.000481
3,2,3,100,4000,0.000062
2,6,7,100,4000,0.000063
4,2,3,100,4000,0.000061
3,6,7,100,4000,0.000061
2,0,1,100,4000,0.000255
4,6,7,100,4000,0.000061
5,2,3,100,4000,0.000061
2,4,5,100,4000,0.000250
5,6,7,100,4000,0.000061
6,2,3,100,4000,0.000062
7,2,3,100,4000,0.000061
6,6,7,100,4000,0.000061
7,6,7,100,4000,0.000065
3,0,1,100,4000,0.000177
8,2,3,100,4000,0.000061
3,4,5,100,4000,0.000136
9,2,3,100,4000,0.000061
8,6,7,100,4000,0.000061
4,0,1,100,4000,0.000139
9,6,7,100,4000,0.000061
10,2,3,100,4000,0.000061
4,4,5,100,4000,0.000175
11,2,3,100,4000,0.000061
10,6,7,100,4000,0.000061
12,2,3,100,4000,0.000065
11,6,7,100,4000,0.000061
5,0,1,100,4000,0.000149
12,6,7,100,4000,0.000061
13,2,3,100,4000,0.000062
5,4,5,100,4000,0.000148
14,2,3,100,4000,0.000061
13,6,7,100,4000,0.000061
6,0,1,100,4000,0.000175
14,6,7,100,4000,0.000061
15,2,3,100,4000,0.000061
6,4,5,100,4000,0.000161
16,2,3,100,4000,0.000069
15,6,7,100,4000,0.000061
7,0,1,100,4000,0.000133
16,6,7,100,4000,0.000070
17,2,3,100,4000,0.000063
7,4,5,100,4000,0.000152
18,2,3,100,4000,0.000061
17,6,7,100,4000,0.000062
19,2,3,100,4000,0.000061
18,6,7,100,4000,0.000061
8,0,1,100,4000,0.000142
8,4,5,100,4000,0.000131
20,2,3,100,4000,0.000061
19,6,7,100,4000,0.000061
21,2,3,100,4000,0.000061
20,6,7,100,4000,0.000061
9,0,1,100,4000,0.000164
21,6,7,100,4000,0.000061
22,2,3,100,4000,0.000061
9,4,5,100,4000,0.000189
23,2,3,100,4000,0.000061
22,6,7,100,4000,0.000063
10,0,1,100,4000,0.000144
23,6,7,100,4000,0.000061
24,2,3,100,4000,0.000061
24,6,7,100,4000,0.000061
25,2,3,100,4000,0.000061
10,4,5,100,4000,0.000188
26,2,3,100,4000,0.000061
25,6,7,100,4000,0.000061
26,6,7,100,4000,0.000060
11,0,1,100,4000,0.000191
27,2,3,100,4000,0.000064
11,4,5,100,4000,0.000133
28,2,3,100,4000,0.000061
27,6,7,100,4000,0.000062
12,0,1,100,4000,0.000132
28,6,7,100,4000,0.000061
29,2,3,100,4000,0.000061
29,6,7,100,4000,0.000061
30,2,3,100,4000,0.000061
12,4,5,100,4000,0.000176
31,2,3,100,4000,0.000061
30,6,7,100,4000,0.000061
13,0,1,100,4000,0.000175
31,6,7,100,4000,0.000061
32,2,3,100,4000,0.000061
32,6,7,100,4000,0.000061
33,2,3,100,4000,0.000062
13,4,5,100,4000,0.000192
14,0,1,100,4000,0.000152
33,6,7,100,4000,0.000061
34,2,3,100,4000,0.000061
34,6,7,100,4000,0.000060
35,2,3,100,4000,0.000061
35,6,7,100,4000,0.000061
36,2,3,100,4000,0.000061
14,4,5,100,4000,0.000133
15,0,1,100,4000,0.000133
36,6,7,100,4000,0.000061
37,2,3,100,4000,0.000061
37,6,7,100,4000,0.000061
15,4,5,100,4000,0.000181
38,2,3,100,4000,0.000061
16,0,1,100,4000,0.000184
38,6,7,100,4000,0.000061
39,2,3,100,4000,0.000061
39,6,7,100,4000,0.000061
40,2,3,100,4000,0.000061
40,6,7,100,4000,0.000061
41,2,3,100,4000,0.000061
16,4,5,100,4000,0.000186
42,2,3,100,4000,0.000066
41,6,7,100,4000,0.000061
17,0,1,100,4000,0.000205
42,6,7,100,4000,0.000061
43,2,3,100,4000,0.000061
43,6,7,100,4000,0.000061
44,2,3,100,4000,0.000061
17,4,5,100,4000,0.000194
18,0,1,100,4000,0.000131
44,6,7,100,4000,0.000061
45,2,3,100,4000,0.000061
45,6,7,100,4000,0.000061
18,4,5,100,4000,0.000132
46,2,3,100,4000,0.000061
19,0,1,100,4000,0.000176
46,6,7,100,4000,0.000061
47,2,3,100,4000,0.000061
47,6,7,100,4000,0.000061
48,2,3,100,4000,0.000061
48,6,7,100,4000,0.000061
49,2,3,100,4000,0.000061
19,4,5,100,4000,0.000143
20,0,1,100,4000,0.000172
49,6,7,100,4000,0.000061
50,2,3,100,4000,0.000061
50,6,7,100,4000,0.000061
51,2,3,100,4000,0.000061
20,4,5,100,4000,0.000160
51,6,7,100,4000,0.000061
21,0,1,100,4000,0.000143
52,2,3,100,4000,0.000061
52,6,7,100,4000,0.000061
53,2,3,100,4000,0.000061
21,4,5,100,4000,0.000148
54,2,3,100,4000,0.000061
53,6,7,100,4000,0.000063
22,0,1,100,4000,0.000143
54,6,7,100,4000,0.000061
55,2,3,100,4000,0.000061
55,6,7,100,4000,0.000061
56,2,3,100,4000,0.000061
22,4,5,100,4000,0.000183
23,0,1,100,4000,0.000186
56,6,7,100,4000,0.000061
57,2,3,100,4000,0.000066
57,6,7,100,4000,0.000061
58,2,3,100,4000,0.000061
23,4,5,100,4000,0.000132
24,0,1,100,4000,0.000133
58,6,7,100,4000,0.000061
59,2,3,100,4000,0.000062
59,6,7,100,4000,0.000061
60,2,3,100,4000,0.000061
60,6,7,100,4000,0.000060
61,2,3,100,4000,0.000061
24,4,5,100,4000,0.000173
61,6,7,100,4000,0.000061
25,0,1,100,4000,0.000177
62,2,3,100,4000,0.000061
62,6,7,100,4000,0.000061
63,2,3,100,4000,0.000061
63,6,7,100,4000,0.000061
26,0,1,100,4000,0.000136
25,4,5,100,4000,0.000149
64,2,3,100,4000,0.000061
64,6,7,100,4000,0.000061
65,2,3,100,4000,0.000061
65,6,7,100,4000,0.000061
26,4,5,100,4000,0.000131
66,2,3,100,4000,0.000061
27,0,1,100,4000,0.000176
66,6,7,100,4000,0.000060
67,2,3,100,4000,0.000061
67,6,7,100,4000,0.000061
68,2,3,100,4000,0.000061
68,6,7,100,4000,0.000066
27,4,5,100,4000,0.000187
69,2,3,100,4000,0.000061
28,0,1,100,4000,0.000187
69,6,7,100,4000,0.000061
70,2,3,100,4000,0.000061
70,6,7,100,4000,0.000061
71,2,3,100,4000,0.000061
28,4,5,100,4000,0.000135
72,2,3,100,4000,0.000066
71,6,7,100,4000,0.000061
29,0,1,100,4000,0.000144
72,6,7,100,4000,0.000061
73,2,3,100,4000,0.000061
29,4,5,100,4000,0.000173
74,2,3,100,4000,0.000061
73,6,7,100,4000,0.000061
30,0,1,100,4000,0.000190
74,6,7,100,4000,0.000061
75,2,3,100,4000,0.000061
75,6,7,100,4000,0.000060
76,2,3,100,4000,0.000061
30,4,5,100,4000,0.000188
31,0,1,100,4000,0.000148
76,6,7,100,4000,0.000061
77,2,3,100,4000,0.000061
77,6,7,100,4000,0.000061
78,2,3,100,4000,0.000061
31,4,5,100,4000,0.000134
79,2,3,100,4000,0.000061
78,6,7,100,4000,0.000061
32,0,1,100,4000,0.000162
79,6,7,100,4000,0.000061
80,2,3,100,4000,0.000061
80,6,7,100,4000,0.000060
81,2,3,100,4000,0.000061
32,4,5,100,4000,0.000186
81,6,7,100,4000,0.000061
33,0,1,100,4000,0.000145
82,2,3,100,4000,0.000061
82,6,7,100,4000,0.000060
83,2,3,100,4000,0.000061
83,6,7,100,4000,0.000061
84,2,3,100,4000,0.000061
33,4,5,100,4000,0.000144
34,0,1,100,4000,0.000141
84,6,7,100,4000,0.000061
85,2,3,100,4000,0.000061
85,6,7,100,4000,0.000061
86,2,3,100,4000,0.000061
34,4,5,100,4000,0.000161
86,6,7,100,4000,0.000061
35,0,1,100,4000,0.000163
87,2,3,100,4000,0.000062
87,6,7,100,4000,0.000060
88,2,3,100,4000,0.000061
35,4,5,100,4000,0.000145
89,2,3,100,4000,0.000061
88,6,7,100,4000,0.000061
36,0,1,100,4000,0.000196
89,6,7,100,4000,0.000061
90,6,7,100,4000,0.000061
90,2,3,100,4000,0.000061
91,2,3,100,4000,0.000061
36,4,5,100,4000,0.000192
37,0,1,100,4000,0.000154
91,6,7,100,4000,0.000061
92,6,7,100,4000,0.000061
92,2,3,100,4000,0.000061
93,2,3,100,4000,0.000061
37,4,5,100,4000,0.000132
94,2,3,100,4000,0.000061
93,6,7,100,4000,0.000061
38,0,1,100,4000,0.000161
94,6,7,100,4000,0.000061
95,2,3,100,4000,0.000061
95,6,7,100,4000,0.000061
96,2,3,100,4000,0.000061
38,4,5,100,4000,0.000175
39,0,1,100,4000,0.000154
96,6,7,100,4000,0.000061
97,2,3,100,4000,0.000061
97,6,7,100,4000,0.000060
98,2,3,100,4000,0.000061
98,6,7,100,4000,0.000061
99,2,3,100,4000,0.000061
39,4,5,100,4000,0.000143
40,0,1,100,4000,0.000173
99,6,7,100,4000,0.000062
41,0,1,100,4000,0.000064
40,4,5,100,4000,0.000134
42,0,1,100,4000,0.000071
41,4,5,100,4000,0.000062
43,0,1,100,4000,0.000099
42,4,5,100,4000,0.000093
44,0,1,100,4000,0.000079
43,4,5,100,4000,0.000060
45,0,1,100,4000,0.000072
44,4,5,100,4000,0.000078
46,0,1,100,4000,0.000095
45,4,5,100,4000,0.000060
47,0,1,100,4000,0.000060
46,4,5,100,4000,0.000062
48,0,1,100,4000,0.000083
47,4,5,100,4000,0.000069
49,0,1,100,4000,0.000068
48,4,5,100,4000,0.000059
50,0,1,100,4000,0.000080
49,4,5,100,4000,0.000087
51,0,1,100,4000,0.000059
50,4,5,100,4000,0.000059
52,0,1,100,4000,0.000069
51,4,5,100,4000,0.000070
53,0,1,100,4000,0.000073
52,4,5,100,4000,0.000073
54,0,1,100,4000,0.000059
53,4,5,100,4000,0.000071
55,0,1,100,4000,0.000083
54,4,5,100,4000,0.000070
56,0,1,100,4000,0.000066
55,4,5,100,4000,0.000061
57,0,1,100,4000,0.000080
56,4,5,100,4000,0.000077
58,0,1,100,4000,0.000059
57,4,5,100,4000,0.000062
59,0,1,100,4000,0.000077
58,4,5,100,4000,0.000060
60,0,1,100,4000,0.000070
59,4,5,100,4000,0.000062
60,4,5,100,4000,0.000062
61,0,1,100,4000,0.000060
62,0,1,100,4000,0.000079
61,4,5,100,4000,0.000062
63,0,1,100,4000,0.000069
62,4,5,100,4000,0.000061
63,4,5,100,4000,0.000070
64,0,1,100,4000,0.000079
65,0,1,100,4000,0.000060
64,4,5,100,4000,0.000061
66,0,1,100,4000,0.000078
65,4,5,100,4000,0.000061
67,0,1,100,4000,0.000060
66,4,5,100,4000,0.000060
68,0,1,100,4000,0.000059
67,4,5,100,4000,0.000073
69,0,1,100,4000,0.000092
68,4,5,100,4000,0.000061
70,0,1,100,4000,0.000090
69,4,5,100,4000,0.000061
71,0,1,100,4000,0.000070
70,4,5,100,4000,0.000059
72,0,1,100,4000,0.000059
71,4,5,100,4000,0.000080
73,0,1,100,4000,0.000086
72,4,5,100,4000,0.000069
73,4,5,100,4000,0.000059
74,0,1,100,4000,0.000059
75,0,1,100,4000,0.000071
74,4,5,100,4000,0.000086
76,0,1,100,4000,0.000100
75,4,5,100,4000,0.000059
77,0,1,100,4000,0.000062
76,4,5,100,4000,0.000069
78,0,1,100,4000,0.000061
77,4,5,100,4000,0.000068
79,0,1,100,4000,0.000078
78,4,5,100,4000,0.000068
80,0,1,100,4000,0.000062
79,4,5,100,4000,0.000069
81,0,1,100,4000,0.000062
80,4,5,100,4000,0.000059
82,0,1,100,4000,0.000061
81,4,5,100,4000,0.000088
83,0,1,100,4000,0.000067
82,4,5,100,4000,0.000058
84,0,1,100,4000,0.000061
83,4,5,100,4000,0.000079
85,0,1,100,4000,0.000061
84,4,5,100,4000,0.000076
86,0,1,100,4000,0.000079
85,4,5,100,4000,0.000069
87,0,1,100,4000,0.000062
86,4,5,100,4000,0.000059
87,4,5,100,4000,0.000059
88,0,1,100,4000,0.000061
89,0,1,100,4000,0.000062
88,4,5,100,4000,0.000085
90,0,1,100,4000,0.000069
89,4,5,100,4000,0.000090
91,0,1,100,4000,0.000062
90,4,5,100,4000,0.000069
92,0,1,100,4000,0.000061
91,4,5,100,4000,0.000066
92,4,5,100,4000,0.000079
93,0,1,100,4000,0.000062
94,0,1,100,4000,0.000067
93,4,5,100,4000,0.000059
95,0,1,100,4000,0.000061
94,4,5,100,4000,0.000090
96,0,1,100,4000,0.000064
95,4,5,100,4000,0.000089
97,0,1,100,4000,0.000070
96,4,5,100,4000,0.000061
98,0,1,100,4000,0.000061
97,4,5,100,4000,0.000070
98,4,5,100,4000,0.000061
99,0,1,100,4000,0.000062
99,4,5,100,4000,0.000062
1,4,5,100,40000,0.000745
1,6,7,100,40000,0.000811
1,2,3,100,40000,0.000754
1,0,1,100,40000,0.000714
2,4,5,100,40000,0.000641
2,6,7,100,40000,0.000708
2,2,3,100,40000,0.000641
2,0,1,100,40000,0.000645
3,4,5,100,40000,0.000635
3,2,3,100,40000,0.000646
3,0,1,100,40000,0.000655
3,6,7,100,40000,0.000724
4,4,5,100,40000,0.000641
4,2,3,100,40000,0.000637
4,0,1,100,40000,0.000677
4,6,7,100,40000,0.000708
5,4,5,100,40000,0.000640
5,2,3,100,40000,0.000637
5,0,1,100,40000,0.000657
5,6,7,100,40000,0.000696
6,4,5,100,40000,0.000639
6,2,3,100,40000,0.000636
6,0,1,100,40000,0.000665
7,4,5,100,40000,0.000641
7,2,3,100,40000,0.000634
6,6,7,100,40000,0.000753
8,4,5,100,40000,0.000631
7,0,1,100,40000,0.000667
7,6,7,100,40000,0.000708
8,2,3,100,40000,0.000638
8,0,1,100,40000,0.000651
9,4,5,100,40000,0.000639
9,2,3,100,40000,0.000638
8,6,7,100,40000,0.000706
10,4,5,100,40000,0.000644
9,0,1,100,40000,0.000642
10,2,3,100,40000,0.000631
9,6,7,100,40000,0.000697
11,4,5,100,40000,0.000640
10,0,1,100,40000,0.000659
11,2,3,100,40000,0.000639
10,6,7,100,40000,0.000700
12,4,5,100,40000,0.000640
12,2,3,100,40000,0.000639
11,0,1,100,40000,0.000651
11,6,7,100,40000,0.000686
13,4,5,100,40000,0.000639
13,2,3,100,40000,0.000634
12,0,1,100,40000,0.000648
14,4,5,100,40000,0.000635
12,6,7,100,40000,0.000725
14,2,3,100,40000,0.000634
13,0,1,100,40000,0.000653
15,4,5,100,40000,0.000642
13,6,7,100,40000,0.000696
15,2,3,100,40000,0.000633
14,0,1,100,40000,0.000658
16,4,5,100,40000,0.000633
16,2,3,100,40000,0.000633
14,6,7,100,40000,0.000711
15,0,1,100,40000,0.000664
17,4,5,100,40000,0.000642
17,2,3,100,40000,0.000634
16,0,1,100,40000,0.000648
15,6,7,100,40000,0.000710
18,4,5,100,40000,0.000637
18,2,3,100,40000,0.000670
17,0,1,100,40000,0.000676
16,6,7,100,40000,0.000695
19,4,5,100,40000,0.000640
19,2,3,100,40000,0.000633
18,0,1,100,40000,0.000657
20,2,3,100,40000,0.000638
17,6,7,100,40000,0.000694
20,4,5,100,40000,0.000638
19,0,1,100,40000,0.000641
21,4,5,100,40000,0.000638
18,6,7,100,40000,0.000705
21,2,3,100,40000,0.000638
22,4,5,100,40000,0.000638
19,6,7,100,40000,0.000709
20,0,1,100,40000,0.000670
22,2,3,100,40000,0.000639
23,4,5,100,40000,0.000635
21,0,1,100,40000,0.000648
23,2,3,100,40000,0.000637
20,6,7,100,40000,0.000716
24,4,5,100,40000,0.000641
24,2,3,100,40000,0.000631
22,0,1,100,40000,0.000654
21,6,7,100,40000,0.000707
25,4,5,100,40000,0.000637
25,2,3,100,40000,0.000636
23,0,1,100,40000,0.000650
22,6,7,100,40000,0.000699
26,4,5,100,40000,0.000641
26,2,3,100,40000,0.000635
24,0,1,100,40000,0.000657
27,4,5,100,40000,0.000638
23,6,7,100,40000,0.000752
27,2,3,100,40000,0.000635
25,0,1,100,40000,0.000658
28,2,3,100,40000,0.000635
28,4,5,100,40000,0.000635
24,6,7,100,40000,0.000704
26,0,1,100,40000,0.000635
29,4,5,100,40000,0.000638
29,2,3,100,40000,0.000637
25,6,7,100,40000,0.000704
27,0,1,100,40000,0.000670
30,4,5,100,40000,0.000636
30,2,3,100,40000,0.000631
26,6,7,100,40000,0.000706
31,4,5,100,40000,0.000635
28,0,1,100,40000,0.000661
31,2,3,100,40000,0.000634
29,0,1,100,40000,0.000654
27,6,7,100,40000,0.000693
32,4,5,100,40000,0.000641
32,2,3,100,40000,0.000635
28,6,7,100,40000,0.000692
33,4,5,100,40000,0.000641
30,0,1,100,40000,0.000667
33,2,3,100,40000,0.000637
34,4,5,100,40000,0.000636
29,6,7,100,40000,0.000704
34,2,3,100,40000,0.000635
31,0,1,100,40000,0.000654
35,4,5,100,40000,0.000638
30,6,7,100,40000,0.000712
35,2,3,100,40000,0.000633
32,0,1,100,40000,0.000650
36,4,5,100,40000,0.000636
36,2,3,100,40000,0.000641
33,0,1,100,40000,0.000649
31,6,7,100,40000,0.000718
37,4,5,100,40000,0.000639
37,2,3,100,40000,0.000637
34,0,1,100,40000,0.000654
32,6,7,100,40000,0.000717
38,4,5,100,40000,0.000636
38,2,3,100,40000,0.000631
35,0,1,100,40000,0.000655
33,6,7,100,40000,0.000693
39,4,5,100,40000,0.000633
39,2,3,100,40000,0.000639
36,0,1,100,40000,0.000652
40,4,5,100,40000,0.000642
34,6,7,100,40000,0.000732
40,2,3,100,40000,0.000637
37,0,1,100,40000,0.000682
41,2,3,100,40000,0.000632
41,4,5,100,40000,0.000641
35,6,7,100,40000,0.000705
38,0,1,100,40000,0.000659
42,2,3,100,40000,0.000638
42,4,5,100,40000,0.000636
36,6,7,100,40000,0.000705
39,0,1,100,40000,0.000646
43,4,5,100,40000,0.000640
43,2,3,100,40000,0.000635
37,6,7,100,40000,0.000700
44,4,5,100,40000,0.000639
40,0,1,100,40000,0.000659
44,2,3,100,40000,0.000629
38,6,7,100,40000,0.000699
45,4,5,100,40000,0.000637
45,2,3,100,40000,0.000634
41,0,1,100,40000,0.000655
39,6,7,100,40000,0.000693
46,4,5,100,40000,0.000637
46,2,3,100,40000,0.000639
42,0,1,100,40000,0.000656
47,4,5,100,40000,0.000639
40,6,7,100,40000,0.000705
47,2,3,100,40000,0.000636
43,0,1,100,40000,0.000648
48,4,5,100,40000,0.000634
41,6,7,100,40000,0.000701
48,2,3,100,40000,0.000640
44,0,1,100,40000,0.000653
49,4,5,100,40000,0.000643
49,2,3,100,40000,0.000638
42,6,7,100,40000,0.000712
45,0,1,100,40000,0.000654
50,4,5,100,40000,0.000637
50,2,3,100,40000,0.000632
46,0,1,100,40000,0.000647
43,6,7,100,40000,0.000720
51,4,5,100,40000,0.000638
51,2,3,100,40000,0.000633
47,0,1,100,40000,0.000668
52,2,3,100,40000,0.000632
44,6,7,100,40000,0.000689
52,4,5,100,40000,0.000635
48,0,1,100,40000,0.000648
53,2,3,100,40000,0.000640
45,6,7,100,40000,0.000691
53,4,5,100,40000,0.000634
49,0,1,100,40000,0.000644
54,2,3,100,40000,0.000636
54,4,5,100,40000,0.000642
46,6,7,100,40000,0.000707
50,0,1,100,40000,0.000642
55,4,5,100,40000,0.000632
55,2,3,100,40000,0.000631
47,6,7,100,40000,0.000709
56,4,5,100,40000,0.000637
56,2,3,100,40000,0.000635
51,0,1,100,40000,0.000684
48,6,7,100,40000,0.000700
57,4,5,100,40000,0.000640
57,2,3,100,40000,0.000636
52,0,1,100,40000,0.000656
49,6,7,100,40000,0.000720
58,4,5,100,40000,0.000635
58,2,3,100,40000,0.000631
53,0,1,100,40000,0.000654
50,6,7,100,40000,0.000706
59,4,5,100,40000,0.000641
59,2,3,100,40000,0.000634
54,0,1,100,40000,0.000657
60,4,5,100,40000,0.000641
51,6,7,100,40000,0.000728
60,2,3,100,40000,0.000633
55,0,1,100,40000,0.000666
61,2,3,100,40000,0.000640
61,4,5,100,40000,0.000635
52,6,7,100,40000,0.000699
56,0,1,100,40000,0.000645
62,4,5,100,40000,0.000638
62,2,3,100,40000,0.000636
57,0,1,100,40000,0.000661
