bounce,src,dst,packet_size,time
76,2,3,400,0.000965
74,4,5,400,0.000813
27,6,7,400,0.002333
82,0,1,400,0.001004
75,4,5,400,0.000983
77,2,3,400,0.001026
83,0,1,400,0.000776
76,4,5,400,0.000792
78,2,3,400,0.000926
84,0,1,400,0.001005
77,4,5,400,0.000983
28,6,7,400,0.002380
85,0,1,400,0.000800
79,2,3,400,0.000783
78,4,5,400,0.000813
80,2,3,400,0.000974
86,0,1,400,0.001000
79,4,5,400,0.000978
81,2,3,400,0.000968
87,0,1,400,0.000777
29,6,7,400,0.002422
82,2,3,400,0.000771
80,4,5,400,0.000833
88,0,1,400,0.000772
81,4,5,400,0.000982
89,0,1,400,0.000825
83,2,3,400,0.000934
90,0,1,400,0.000784
82,4,5,400,0.000937
84,2,3,400,0.000823
30,6,7,400,0.002331
85,2,3,400,0.000772
91,0,1,400,0.000780
83,4,5,400,0.000978
92,0,1,400,0.000783
86,2,3,400,0.000832
84,4,5,400,0.000978
93,0,1,400,0.000773
31,6,7,400,0.002422
87,2,3,400,0.000936
85,4,5,400,0.000865
94,0,1,400,0.000787
88,2,3,400,0.000970
86,4,5,400,0.000982
95,0,1,400,0.000778
89,2,3,400,0.000851
96,0,1,400,0.000773
87,4,5,400,0.000913
32,6,7,400,0.002430
97,0,1,400,0.000773
90,2,3,400,0.001008
88,4,5,400,0.000946
91,2,3,400,0.000899
98,0,1,400,0.001013
89,4,5,400,0.000977
99,0,1,400,0.000765
92,2,3,400,0.000961
33,6,7,400,0.002425
90,4,5,400,0.000830
93,2,3,400,0.000773
91,4,5,400,0.000982
94,2,3,400,0.000967
92,4,5,400,0.000824
34,6,7,400,0.002425
95,2,3,400,0.000878
93,4,5,400,0.000831
96,2,3,400,0.000968
94,4,5,400,0.000981
97,2,3,400,0.000849
95,4,5,400,0.000895
35,6,7,400,0.002426
98,2,3,400,0.000801
96,4,5,400,0.000845
99,2,3,400,0.000965
97,4,5,400,0.000809
36,6,7,400,0.002349
98,4,5,400,0.000981
99,4,5,400,0.000844
37,6,7,400,0.002399
38,6,7,400,0.002434
39,6,7,400,0.002380
40,6,7,400,0.002383
41,6,7,400,0.002382
42,6,7,400,0.002385
43,6,7,400,0.002388
44,6,7,400,0.002380
45,6,7,400,0.002390
46,6,7,400,0.002392
47,6,7,400,0.002366
48,6,7,400,0.002384
49,6,7,400,0.002368
50,6,7,400,0.002403
51,6,7,400,0.002393
52,6,7,400,0.002393
53,6,7,400,0.002373
54,6,7,400,0.002384
55,6,7,400,0.002390
56,6,7,400,0.002388
57,6,7,400,0.002388
58,6,7,400,0.002375
59,6,7,400,0.002382
60,6,7,400,0.002381
61,6,7,400,0.002383
62,6,7,400,0.002388
63,6,7,400,0.002386
64,6,7,400,0.002392
65,6,7,400,0.002383
66,6,7,400,0.002389
67,6,7,400,0.002385
68,6,7,400,0.002381
69,6,7,400,0.002377
70,6,7,400,0.002394
71,6,7,400,0.002375
72,6,7,400,0.002384
73,6,7,400,0.002388
74,6,7,400,0.002385
75,6,7,400,0.002383
76,6,7,400,0.002380
77,6,7,400,0.002366
78,6,7,400,0.002385
79,6,7,400,0.002371
80,6,7,400,0.002378
81,6,7,400,0.002380
82,6,7,400,0.002377
83,6,7,400,0.002384
84,6,7,400,0.002387
85,6,7,400,0.002379
86,6,7,400,0.002375
87,6,7,400,0.002374
88,6,7,400,0.002440
89,6,7,400,0.002397
90,6,7,400,0.002401
91,6,7,400,0.002437
92,6,7,400,0.002401
93,6,7,400,0.002392
94,6,7,400,0.002415
95,6,7,400,0.002395
96,6,7,400,0.002399
97,6,7,400,0.002403
98,6,7,400,0.002403
99,6,7,400,0.002436
0,0,1,4000,0.003338
0,4,5,4000,0.003594
0,2,3,4000,0.003754
1,0,1,4000,0.002142
1,4,5,4000,0.002159
1,2,3,4000,0.002156
2,0,1,4000,0.002114
2,4,5,4000,0.002168
2,2,3,4000,0.002179
3,0,1,4000,0.002252
3,4,5,4000,0.002163
3,2,3,4000,0.002175
4,0,1,4000,0.002236
4,4,5,4000,0.002173
4,2,3,4000,0.002175
5,0,1,4000,0.002213
5,4,5,4000,0.002169
5,2,3,4000,0.002174
6,0,1,4000,0.002204
6,4,5,4000,0.002168
6,2,3,4000,0.002169
7,0,1,4000,0.002173
0,6,7,4000,0.012424
7,4,5,4000,0.002160
7,2,3,4000,0.002236
8,0,1,4000,0.002165
8,4,5,4000,0.002179
8,2,3,4000,0.002177
9,0,1,4000,0.002164
9,4,5,4000,0.002162
9,2,3,4000,0.002174
10,0,1,4000,0.002173
10,4,5,4000,0.002159
10,2,3,4000,0.002176
11,0,1,4000,0.002029
11,4,5,4000,0.002162
11,2,3,4000,0.002175
1,6,7,4000,0.010387
12,0,1,4000,0.002262
12,4,5,4000,0.002166
12,2,3,4000,0.002184
13,0,1,4000,0.002188
13,4,5,4000,0.002183
13,2,3,4000,0.002174
14,0,1,4000,0.002173
14,4,5,4000,0.002177
14,2,3,4000,0.002176
15,0,1,4000,0.002175
15,4,5,4000,0.002165
15,2,3,4000,0.002169
16,0,1,4000,0.002171
16,4,5,4000,0.002171
16,2,3,4000,0.002169
2,6,7,4000,0.010384
17,0,1,4000,0.002170
17,4,5,4000,0.002169
17,2,3,4000,0.002175
18,0,1,4000,0.002175
18,4,5,4000,0.002179
18,2,3,4000,0.002174
19,0,1,4000,0.002172
19,4,5,4000,0.002172
19,2,3,4000,0.002172
20,0,1,4000,0.002174
20,4,5,4000,0.002171
20,2,3,4000,0.002167
21,0,1,4000,0.002190
21,4,5,4000,0.002176
3,6,7,4000,0.010392
21,2,3,4000,0.002172
22,0,1,4000,0.002167
22,4,5,4000,0.002164
22,2,3,4000,0.002169
23,0,1,4000,0.002163
23,4,5,4000,0.002172
23,2,3,4000,0.002175
24,0,1,4000,0.002166
24,4,5,4000,0.002173
24,2,3,4000,0.002172
25,0,1,4000,0.002219
25,4,5,4000,0.002164
25,2,3,4000,0.002181
26,0,1,4000,0.002122
4,6,7,4000,0.010389
26,4,5,4000,0.002166
26,2,3,4000,0.002222
27,0,1,4000,0.002137
27,4,5,4000,0.002166
27,2,3,4000,0.002174
28,0,1,4000,0.002166
28,4,5,4000,0.002158
28,2,3,4000,0.002165
29,0,1,4000,0.002171
29,4,5,4000,0.002160
29,2,3,4000,0.002158
30,0,1,4000,0.002153
30,4,5,4000,0.002156
30,2,3,4000,0.002166
31,0,1,4000,0.002145
5,6,7,4000,0.010354
31,4,5,4000,0.002157
31,2,3,4000,0.002166
32,0,1,4000,0.002187
32,4,5,4000,0.002156
32,2,3,4000,0.002165
33,0,1,4000,0.002131
33,4,5,4000,0.002157
33,2,3,4000,0.002166
34,0,1,4000,0.002148
34,4,5,4000,0.002160
34,2,3,4000,0.002167
35,0,1,4000,0.002161
35,4,5,4000,0.002158
35,2,3,4000,0.002166
6,6,7,4000,0.010369
36,0,1,4000,0.002162
36,4,5,4000,0.002159
36,2,3,4000,0.002165
37,0,1,4000,0.002153
37,4,5,4000,0.002161
37,2,3,4000,0.002155
38,0,1,4000,0.002165
38,4,5,4000,0.002158
38,2,3,4000,0.002166
39,0,1,4000,0.002157
39,4,5,4000,0.002158
39,2,3,4000,0.002172
40,0,1,4000,0.002162
40,4,5,4000,0.002156
7,6,7,4000,0.010372
41,0,1,4000,0.002159
40,2,3,4000,0.002161
41,4,5,4000,0.002164
41,2,3,4000,0.002184
42,0,1,4000,0.002167
42,4,5,4000,0.002159
42,2,3,4000,0.002177
43,0,1,4000,0.002156
43,4,5,4000,0.002174
43,2,3,4000,0.002178
44,0,1,4000,0.002170
44,4,5,4000,0.002172
44,2,3,4000,0.002165
45,0,1,4000,0.002169
45,4,5,4000,0.002167
8,6,7,4000,0.010387
45,2,3,4000,0.002268
46,0,1,4000,0.002162
46,4,5,4000,0.002171
46,2,3,4000,0.002174
47,0,1,4000,0.002176
47,4,5,4000,0.002163
47,2,3,4000,0.002173
48,0,1,4000,0.002157
48,4,5,4000,0.002166
48,2,3,4000,0.002170
49,0,1,4000,0.002170
49,4,5,4000,0.002168
49,2,3,4000,0.002171
50,0,1,4000,0.002164
9,6,7,4000,0.010384
50,4,5,4000,0.002168
50,2,3,4000,0.002197
51,0,1,4000,0.002093
51,4,5,4000,0.002169
51,2,3,4000,0.002179
52,0,1,4000,0.002236
52,4,5,4000,0.002160
52,2,3,4000,0.002165
53,0,1,4000,0.002167
53,4,5,4000,0.002165
53,2,3,4000,0.002172
54,0,1,4000,0.002159
54,4,5,4000,0.002160
54,2,3,4000,0.002168
55,0,1,4000,0.002165
10,6,7,4000,0.010389
55,4,5,4000,0.002162
55,2,3,4000,0.002166
56,0,1,4000,0.002164
56,4,5,4000,0.002162
56,2,3,4000,0.002172
57,0,1,4000,0.002163
57,4,5,4000,0.002166
57,2,3,4000,0.002172
58,0,1,4000,0.002168
58,4,5,4000,0.002161
58,2,3,4000,0.002170
59,0,1,4000,0.002158
59,4,5,4000,0.002165
59,2,3,4000,0.002172
60,0,1,4000,0.002168
11,6,7,4000,0.010388
60,4,5,4000,0.002165
60,2,3,4000,0.002182
61,0,1,4000,0.002159
61,4,5,4000,0.002169
61,2,3,4000,0.002167
62,0,1,4000,0.002169
62,4,5,4000,0.002168
62,2,3,4000,0.002174
63,0,1,4000,0.002170
63,4,5,4000,0.002163
63,2,3,4000,0.002172
64,0,1,4000,0.002165
64,4,5,4000,0.002168
12,6,7,4000,0.010388
65,0,1,4000,0.002167
64,2,3,4000,0.002164
65,4,5,4000,0.002163
65,2,3,4000,0.002182
66,0,1,4000,0.002165
66,4,5,4000,0.002160
66,2,3,4000,0.002258
67,0,1,4000,0.002158
67,4,5,4000,0.002168
67,2,3,4000,0.002175
68,0,1,4000,0.002168
68,4,5,4000,0.002159
68,2,3,4000,0.002173
69,0,1,4000,0.002157
69,4,5,4000,0.002166
13,6,7,4000,0.010380
69,2,3,4000,0.002035
70,0,1,4000,0.002205
70,4,5,4000,0.002168
70,2,3,4000,0.002167
71,0,1,4000,0.002126
71,4,5,4000,0.002165
71,2,3,4000,0.002260
72,0,1,4000,0.002169
72,4,5,4000,0.002160
72,2,3,4000,0.002164
73,0,1,4000,0.002159
73,4,5,4000,0.002156
73,2,3,4000,0.002178
74,0,1,4000,0.002165
14,6,7,4000,0.010352
74,4,5,4000,0.002160
74,2,3,4000,0.002163
75,0,1,4000,0.002151
75,4,5,4000,0.002164
75,2,3,4000,0.002170
76,0,1,4000,0.002168
76,4,5,4000,0.002158
76,2,3,4000,0.002176
77,0,1,4000,0.002154
77,4,5,4000,0.002167
77,2,3,4000,0.002171
78,0,1,4000,0.002169
78,4,5,4000,0.002171
78,2,3,4000,0.002173
79,0,1,4000,0.002161
15,6,7,4000,0.010386
79,4,5,4000,0.002178
79,2,3,4000,0.002162
80,0,1,4000,0.002192
80,4,5,4000,0.002156
80,2,3,4000,0.002177
81,0,1,4000,0.002147
81,4,5,4000,0.002166
81,2,3,4000,0.002163
82,0,1,4000,0.002169
82,4,5,4000,0.002165
82,2,3,4000,0.002158
83,0,1,4000,0.002162
83,4,5,4000,0.002159
16,6,7,4000,0.010380
84,0,1,4000,0.002166
83,2,3,4000,0.002162
84,4,5,4000,0.002166
84,2,3,4000,0.002170
85,0,1,4000,0.002162
85,4,5,4000,0.002175
85,2,3,4000,0.002168
86,0,1,4000,0.002181
86,4,5,4000,0.002163
86,2,3,4000,0.002160
87,0,1,4000,0.002163
87,4,5,4000,0.002151
87,2,3,4000,0.002171
88,0,1,4000,0.002146
88,4,5,4000,0.002163
17,6,7,4000,0.010377
89,0,1,4000,0.002160
88,2,3,4000,0.002233
89,4,5,4000,0.002172
90,0,1,4000,0.002172
89,2,3,4000,0.002140
90,4,5,4000,0.002164
91,0,1,4000,0.002166
90,2,3,4000,0.002170
91,4,5,4000,0.002154
92,0,1,4000,0.002158
91,2,3,4000,0.002173
92,4,5,4000,0.002160
93,0,1,4000,0.002156
92,2,3,4000,0.002165
18,6,7,4000,0.010361
93,4,5,4000,0.002157
94,0,1,4000,0.002087
93,2,3,4000,0.002174
94,4,5,4000,0.002167
95,0,1,4000,0.002236
94,2,3,4000,0.002177
95,4,5,4000,0.002160
96,0,1,4000,0.002165
95,2,3,4000,0.002168
96,4,5,4000,0.002159
97,0,1,4000,0.002158
96,2,3,4000,0.002174
97,4,5,4000,0.002162
98,0,1,4000,0.002160
97,2,3,4000,0.002167
19,6,7,4000,0.010379
98,4,5,4000,0.002165
99,0,1,4000,0.002165
98,2,3,4000,0.002162
99,4,5,4000,0.002159
99,2,3,4000,0.002167
20,6,7,4000,0.010390
21,6,7,4000,0.010384
22,6,7,4000,0.010385
23,6,7,4000,0.010385
24,6,7,4000,0.010381
25,6,7,4000,0.010380
26,6,7,4000,0.010380
27,6,7,4000,0.010380
28,6,7,4000,0.010376
29,6,7,4000,0.010379
30,6,7,4000,0.010379
31,6,7,4000,0.010376
32,6,7,4000,0.010382
33,6,7,4000,0.010380
34,6,7,4000,0.010376
35,6,7,4000,0.010373
36,6,7,4000,0.010380
37,6,7,4000,0.010379
38,6,7,4000,0.010375
39,6,7,4000,0.010384
40,6,7,4000,0.010381
41,6,7,4000,0.010386
42,6,7,4000,0.010381
43,6,7,4000,0.010366
44,6,7,4000,0.010380
45,6,7,4000,0.010382
46,6,7,4000,0.010379
47,6,7,4000,0.010387
48,6,7,4000,0.010381
49,6,7,4000,0.010378
50,6,7,4000,0.010380
51,6,7,4000,0.010378
52,6,7,4000,0.010385
53,6,7,4000,0.010380
54,6,7,4000,0.010377
55,6,7,4000,0.010380
56,6,7,4000,0.010374
57,6,7,4000,0.010382
58,6,7,4000,0.010374
59,6,7,4000,0.010385
60,6,7,4000,0.010384
61,6,7,4000,0.010380
62,6,7,4000,0.010386
63,6,7,4000,0.010380
64,6,7,4000,0.010377
65,6,7,4000,0.010390
66,6,7,4000,0.010379
67,6,7,4000,0.010372
68,6,7,4000,0.010379
69,6,7,4000,0.010379
70,6,7,4000,0.010381
71,6,7,4000,0.010385
72,6,7,4000,0.010374
73,6,7,4000,0.010382
74,6,7,4000,0.010383
75,6,7,4000,0.010379
76,6,7,4000,0.010380
77,6,7,4000,0.010388
78,6,7,4000,0.010387
79,6,7,4000,0.010398
80,6,7,4000,0.010386
81,6,7,4000,0.010380
82,6,7,4000,0.010384
83,6,7,4000,0.010387
84,6,7,4000,0.010374
85,6,7,4000,0.010379
86,6,7,4000,0.010380
87,6,7,4000,0.010386
88,6,7,4000,0.010376
89,6,7,4000,0.010384
90,6,7,4000,0.010386
91,6,7,4000,0.010380
92,6,7,4000,0.010374
93,6,7,4000,0.010385
94,6,7,4000,0.010383
95,6,7,4000,0.010382
96,6,7,4000,0.010384
97,6,7,4000,0.010378
98,6,7,4000,0.010375
99,6,7,4000,0.010380
0,0,1,40000,0.009504
0,2,3,40000,0.009828
0,4,5,40000,0.009758
1,0,1,40000,0.008190
1,4,5,40000,0.008129
1,2,3,40000,0.008172
2,0,1,40000,0.008203
2,4,5,40000,0.008149
2,2,3,40000,0.008183
3,0,1,40000,0.008229
3,4,5,40000,0.008142
3,2,3,40000,0.008179
4,0,1,40000,0.008229
4,4,5,40000,0.008149
4,2,3,40000,0.008182
5,0,1,40000,0.008193
5,4,5,40000,0.008147
5,2,3,40000,0.008174
6,0,1,40000,0.008195
6,4,5,40000,0.008143
6,2,3,40000,0.008169
7,0,1,40000,0.008191
7,4,5,40000,0.008154
7,2,3,40000,0.008169
8,0,1,40000,0.008178
8,4,5,40000,0.008141
8,2,3,40000,0.008177
9,0,1,40000,0.008207
9,4,5,40000,0.008145
9,2,3,40000,0.008176
10,0,1,40000,0.008201
0,6,7,40000,0.073689
10,4,5,40000,0.008146
10,2,3,40000,0.008176
11,0,1,40000,0.008200
11,4,5,40000,0.008142
11,2,3,40000,0.008173
12,0,1,40000,0.008186
12,4,5,40000,0.008142
12,2,3,40000,0.008179
13,0,1,40000,0.008185
13,4,5,40000,0.008139
13,2,3,40000,0.008185
14,0,1,40000,0.008190
14,4,5,40000,0.008142
14,2,3,40000,0.008174
15,0,1,40000,0.008167
15,4,5,40000,0.008141
15,2,3,40000,0.008181
16,0,1,40000,0.008143
16,4,5,40000,0.008146
16,2,3,40000,0.008190
17,0,1,40000,0.008145
17,4,5,40000,0.008144
17,2,3,40000,0.008180
18,0,1,40000,0.008149
18,4,5,40000,0.008146
18,2,3,40000,0.008176
1,6,7,40000,0.071909
19,0,1,40000,0.008118
19,4,5,40000,0.008141
19,2,3,40000,0.008178
20,0,1,40000,0.008153
20,4,5,40000,0.008146
20,2,3,40000,0.008182
21,0,1,40000,0.008170
21,4,5,40000,0.008141
21,2,3,40000,0.008180
22,0,1,40000,0.008150
22,4,5,40000,0.008144
22,2,3,40000,0.008174
23,0,1,40000,0.008205
23,4,5,40000,0.008146
23,2,3,40000,0.008183
24,0,1,40000,0.008161
24,4,5,40000,0.008147
24,2,3,40000,0.008176
25,0,1,40000,0.008204
25,4,5,40000,0.008124
25,2,3,40000,0.008177
26,0,1,40000,0.008230
26,4,5,40000,0.008143
26,2,3,40000,0.008184
27,0,1,40000,0.008234
27,4,5,40000,0.008143
27,2,3,40000,0.008176
2,6,7,40000,0.071913
28,0,1,40000,0.008227
28,4,5,40000,0.008144
28,2,3,40000,0.008168
29,0,1,40000,0.008226
29,4,5,40000,0.008147
29,2,3,40000,0.008179
30,0,1,40000,0.008220
30,4,5,40000,0.008158
30,2,3,40000,0.008182
31,0,1,40000,0.008185
31,4,5,40000,0.008162
31,2,3,40000,0.008177
32,0,1,40000,0.008179
32,4,5,40000,0.008147
32,2,3,40000,0.008161
33,0,1,40000,0.008202
33,4,5,40000,0.008187
33,2,3,40000,0.008176
34,0,1,40000,0.008198
34,4,5,40000,0.008204
34,2,3,40000,0.008176
35,0,1,40000,0.008195
35,4,5,40000,0.008200
35,2,3,40000,0.008177
36,0,1,40000,0.008200
36,4,5,40000,0.008191
36,2,3,40000,0.008183
3,6,7,40000,0.071912
37,0,1,40000,0.008334
37,4,5,40000,0.008200
37,2,3,40000,0.008178
38,0,1,40000,0.008173
38,4,5,40000,0.008144
38,2,3,40000,0.008177
39,0,1,40000,0.008191
39,4,5,40000,0.008144
39,2,3,40000,0.008174
40,0,1,40000,0.008193
40,4,5,40000,0.008143
40,2,3,40000,0.008177
41,0,1,40000,0.008165
41,4,5,40000,0.008144
41,2,3,40000,0.008174
42,0,1,40000,0.008164
42,4,5,40000,0.008145
42,2,3,40000,0.008180
43,0,1,40000,0.008172
43,4,5,40000,0.008146
43,2,3,40000,0.008176
44,0,1,40000,0.008173
44,4,5,40000,0.008143
44,2,3,40000,0.008174
45,0,1,40000,0.008187
45,4,5,40000,0.008126
45,2,3,40000,0.008180
4,6,7,40000,0.071906
46,0,1,40000,0.008203
46,4,5,40000,0.008144
46,2,3,40000,0.008181
47,0,1,40000,0.008167
47,4,5,40000,0.008143
47,2,3,40000,0.008184
48,0,1,40000,0.008168
48,4,5,40000,0.008142
48,2,3,40000,0.008183
49,0,1,40000,0.008187
49,4,5,40000,0.008143
49,2,3,40000,0.008180
50,0,1,40000,0.008173
50,4,5,40000,0.008143
50,2,3,40000,0.008180
51,0,1,40000,0.008165
51,4,5,40000,0.008146
51,2,3,40000,0.008173
52,0,1,40000,0.008188
52,4,5,40000,0.008143
52,2,3,40000,0.008173
53,0,1,40000,0.008172
53,4,5,40000,0.008143
53,2,3,40000,0.008179
5,6,7,40000,0.071917
54,0,1,40000,0.008181
54,4,5,40000,0.008143
54,2,3,40000,0.008176
55,0,1,40000,0.008179
55,4,5,40000,0.008141
55,2,3,40000,0.008184
56,0,1,40000,0.008183
56,4,5,40000,0.008151
56,2,3,40000,0.008178
57,0,1,40000,0.008177
57,4,5,40000,0.008144
57,2,3,40000,0.008180
58,0,1,40000,0.008178
58,4,5,40000,0.008147
58,2,3,40000,0.008176
59,0,1,40000,0.008191
59,4,5,40000,0.008168
59,2,3,40000,0.008176
60,0,1,40000,0.008167
60,4,5,40000,0.008145
60,2,3,40000,0.008182
61,0,1,40000,0.008191
61,4,5,40000,0.008144
61,2,3,40000,0.008176
62,0,1,40000,0.008168
62,4,5,40000,0.008159
62,2,3,40000,0.008173
6,6,7,40000,0.071925
63,0,1,40000,0.008162
63,4,5,40000,0.008145
63,2,3,40000,0.008177
64,0,1,40000,0.008179
64,4,5,40000,0.008142
64,2,3,40000,0.008170
65,0,1,40000,0.008178
65,4,5,40000,0.008145
65,2,3,40000,0.008175
66,0,1,40000,0.008169
66,4,5,40000,0.008144
66,2,3,40000,0.008172
67,0,1,40000,0.008178
67,4,5,40000,0.008133
67,2,3,40000,0.008177
68,0,1,40000,0.008174
68,4,5,40000,0.008151
68,2,3,40000,0.008178
69,0,1,40000,0.008172
69,4,5,40000,0.008156
69,2,3,40000,0.008178
70,0,1,40000,0.008169
70,4,5,40000,0.008150
70,2,3,40000,0.008179
71,0,1,40000,0.008188
71,4,5,40000,0.008150
71,2,3,40000,0.008174
7,6,7,40000,0.071933
72,0,1,40000,0.008188
72,4,5,40000,0.008138
72,2,3,40000,0.008184
73,0,1,40000,0.008175
73,4,5,40000,0.008144
73,2,3,40000,0.008163
74,0,1,40000,0.008169
74,4,5,40000,0.008164
74,2,3,40000,0.008176
75,0,1,40000,0.008169
75,4,5,40000,0.008144
75,2,3,40000,0.008176
76,0,1,40000,0.008183
76,4,5,40000,0.008157
76,2,3,40000,0.008183
77,0,1,40000,0.008194
77,4,5,40000,0.008143
77,2,3,40000,0.008176
78,0,1,40000,0.008169
78,4,5,40000,0.008143
78,2,3,40000,0.008178
79,0,1,40000,0.008175
79,4,5,40000,0.008167
79,2,3,40000,0.008175
80,0,1,40000,0.008167
80,4,5,40000,0.008157
80,2,3,40000,0.008177
8,6,7,40000,0.071916
81,0,1,40000,0.008160
81,4,5,40000,0.008176
81,2,3,40000,0.008183
82,0,1,40000,0.008203
82,4,5,40000,0.008159
82,2,3,40000,0.008180
83,0,1,40000,0.008199
83,4,5,40000,0.008136
83,2,3,40000,0.008178
84,0,1,40000,0.008231
84,4,5,40000,0.008157
84,2,3,40000,0.008166
85,0,1,40000,0.008161
85,4,5,40000,0.008143
85,2,3,40000,0.008179
86,0,1,40000,0.008160
86,4,5,40000,0.008161
86,2,3,40000,0.008174
87,0,1,40000,0.008164
87,4,5,40000,0.008157
87,2,3,40000,0.008174
88,0,1,40000,0.008162
88,4,5,40000,0.008139
88,2,3,40000,0.008172
89,0,1,40000,0.008169
89,4,5,40000,0.008144
89,2,3,40000,0.008179
9,6,7,40000,0.071897
90,0,1,40000,0.008167
90,4,5,40000,0.008156
90,2,3,40000,0.008159
91,0,1,40000,0.008164
91,4,5,40000,0.008157
91,2,3,40000,0.008176
92,0,1,40000,0.008191
92,4,5,40000,0.008145
92,2,3,40000,0.008176
93,0,1,40000,0.008170
93,4,5,40000,0.008150
93,2,3,40000,0.008177
94,0,1,40000,0.008170
94,4,5,40000,0.008144
94,2,3,40000,0.008176
95,0,1,40000,0.008169
95,4,5,40000,0.008155
95,2,3,40000,0.008178
96,0,1,40000,0.008174
96,4,5,40000,0.008146
96,2,3,40000,0.008176
97,0,1,40000,0.008179
97,4,5,40000,0.008146
97,2,3,40000,0.008177
10,6,7,40000,0.071928
98,0,1,40000,0.008178
98,4,5,40000,0.008140
98,2,3,40000,0.008175
99,4,5,40000,0.008143
99,0,1,40000,0.008175
99,2,3,40000,0.008175
11,6,7,40000,0.071922
12,6,7,40000,0.071936
13,6,7,40000,0.071942
14,6,7,40000,0.071933
15,6,7,40000,0.071942
16,6,7,40000,0.071927
17,6,7,40000,0.071902
18,6,7,40000,0.071924
19,6,7,40000,0.071914
20,6,7,40000,0.071925
21,6,7,40000,0.071925
22,6,7,40000,0.071922
23,6,7,40000,0.071919
24,6,7,40000,0.071925
25,6,7,40000,0.072181
26,6,7,40000,0.071939
27,6,7,40000,0.071952
28,6,7,40000,0.071937
29,6,7,40000,0.071941
30,6,7,40000,0.071937
31,6,7,40000,0.071923
32,6,7,40000,0.071938
33,6,7,40000,0.071904
34,6,7,40000,0.071935
35,6,7,40000,0.071932
36,6,7,40000,0.071916
37,6,7,40000,0.071931
38,6,7,40000,0.071933
39,6,7,40000,0.071925
40,6,7,40000,0.071928
41,6,7,40000,0.071928
42,6,7,40000,0.071929
43,6,7,40000,0.071930
44,6,7,40000,0.071926
45,6,7,40000,0.071910
46,6,7,40000,0.071931
47,6,7,40000,0.071916
48,6,7,40000,0.071921
49,6,7,40000,0.071916
50,6,7,40000,0.071927
51,6,7,40000,0.071913
52,6,7,40000,0.071920
53,6,7,40000,0.072176
54,6,7,40000,0.071929
55,6,7,40000,0.071943
56,6,7,40000,0.071927
57,6,7,40000,0.071926
58,6,7,40000,0.071936
59,6,7,40000,0.071929
60,6,7,40000,0.071920
61,6,7,40000,0.071930
62,6,7,40000,0.071920
63,6,7,40000,0.071929
64,6,7,40000,0.071913
65,6,7,40000,0.071920
66,6,7,40000,0.071917
67,6,7,40000,0.071935
68,6,7,40000,0.071928
69,6,7,40000,0.071923
70,6,7,40000,0.071930
71,6,7,40000,0.071932
72,6,7,40000,0.071928
73,6,7,40000,0.071918
74,6,7,40000,0.071919
75,6,7,40000,0.071917
76,6,7,40000,0.071923
77,6,7,40000,0.071918
78,6,7,40000,0.071926
79,6,7,40000,0.071923
80,6,7,40000,0.071917
81,6,7,40000,0.071919
82,6,7,40000,0.071921
83,6,7,40000,0.071897
84,6,7,40000,0.071936
85,6,7,40000,0.071931
86,6,7,40000,0.071956
87,6,7,40000,0.071940
88,6,7,40000,0.071948
89,6,7,40000,0.071935
90,6,7,40000,0.071929
91,6,7,40000,0.071939
92,6,7,40000,0.071934
93,6,7,40000,0.071936
94,6,7,40000,0.071929
95,6,7,40000,0.071938
96,6,7,40000,0.071941
97,6,7,40000,0.071932
98,6,7,40000,0.071935
99,6,7,40000,0.071945
0,0,1,400000,0.072878
0,4,5,400000,0.072659
0,2,3,400000,0.072773
1,0,1,400000,0.071206
1,4,5,400000,0.070963
1,2,3,400000,0.070823
2,0,1,400000,0.071246
2,4,5,400000,0.071028
2,2,3,400000,0.071086
3,0,1,400000,0.071001
3,2,3,400000,0.070817
3,4,5,400000,0.070970
4,4,5,400000,0.070983
4,0,1,400000,0.071239
4,2,3,400000,0.071079
5,4,5,400000,0.071007
5,0,1,400000,0.070990
5,2,3,400000,0.071062
6,2,3,400000,0.071081
6,4,5,400000,0.070999
6,0,1,400000,0.071198
7,4,5,400000,0.071008
7,0,1,400000,0.071225
7,2,3,400000,0.071295
8,4,5,400000,0.071006
8,0,1,400000,0.071219
8,2,3,400000,0.071341
0,6,7,400000,0.688689
9,4,5,400000,0.071014
9,0,1,400000,0.071004
9,2,3,400000,0.071114
10,4,5,400000,0.070994
10,0,1,400000,0.071238
10,2,3,400000,0.071079
11,4,5,400000,0.070958
11,0,1,400000,0.071200
11,2,3,400000,0.071068
12,4,5,400000,0.070961
12,0,1,400000,0.070964
12,2,3,400000,0.071084
13,4,5,400000,0.070973
13,0,1,400000,0.071230
13,2,3,400000,0.071089
14,4,5,400000,0.070978
14,0,1,400000,0.071002
14,2,3,400000,0.071297
15,4,5,400000,0.071003
15,0,1,400000,0.071239
15,2,3,400000,0.071090
16,4,5,400000,0.070995
16,0,1,400000,0.071252
16,2,3,400000,0.071324
17,4,5,400000,0.070985
17,0,1,400000,0.071207
17,2,3,400000,0.071350
18,4,5,400000,0.070982
18,0,1,400000,0.071254
18,2,3,400000,0.071365
1,6,7,400000,0.686775
19,4,5,400000,0.070984
19,0,1,400000,0.071139
19,2,3,400000,0.071356
20,4,5,400000,0.070990
20,0,1,400000,0.071221
20,2,3,400000,0.071356
21,4,5,400000,0.070995
21,0,1,400000,0.071216
