MPI_Bcast,0,4,0.001187,lab004-090
my_broadcast,0,4,0.006684,lab004-090
MPI_Bcast,0,4,0.001315,lab004-090
my_broadcast,0,4,0.006653,lab004-090
MPI_Bcast,0,4,0.001297,lab004-090
my_broadcast,0,4,0.006682,lab004-090
MPI_Bcast,0,4,0.001517,lab004-090
my_broadcast,0,4,0.006615,lab004-090
MPI_Bcast,0,4,0.001533,lab004-090
my_broadcast,0,4,0.006680,lab004-090
MPI_Bcast,0,4,0.001266,lab004-090
my_broadcast,0,4,0.006677,lab004-090
MPI_Bcast,0,4,0.001545,lab004-090
my_broadcast,0,4,0.006685,lab004-090
MPI_Bcast,0,4,0.001138,lab004-090
my_broadcast,0,4,0.006648,lab004-090
MPI_Bcast,0,4,0.001076,lab004-090
my_broadcast,0,4,0.006669,lab004-090
MPI_Bcast,0,4,0.001283,lab004-090
my_broadcast,0,4,0.006675,lab004-090
MPI_Bcast,0,4,0.001271,lab004-090
my_broadcast,0,4,0.006684,lab004-090
MPI_Bcast,0,4,0.001026,lab004-090
my_broadcast,0,4,0.006655,lab004-090
MPI_Bcast,0,4,0.001268,lab004-090
my_broadcast,0,4,0.006683,lab004-090
MPI_Bcast,0,4,0.001517,lab004-090
my_broadcast,0,4,0.006699,lab004-090
MPI_Bcast,0,4,0.001268,lab004-090
my_broadcast,0,4,0.006639,lab004-090
MPI_Bcast,0,4,0.001309,lab004-090
my_broadcast,0,4,0.006712,lab004-090
MPI_Bcast,0,4,0.001068,lab004-090
my_broadcast,0,4,0.006653,lab004-090
MPI_Bcast,0,4,0.001019,lab004-090
my_broadcast,0,4,0.006681,lab004-090
MPI_Bcast,0,4,0.001277,lab004-090
my_broadcast,0,4,0.006860,lab004-090
MPI_Bcast,0,4,0.001521,lab004-090
my_broadcast,0,4,0.006766,lab004-090
MPI_Bcast,0,4,0.001529,lab004-090
my_broadcast,0,4,0.006783,lab004-090
MPI_Bcast,0,4,0.001557,lab004-090
my_broadcast,0,4,0.006693,lab004-090
MPI_Bcast,0,4,0.001274,lab004-090
my_broadcast,0,4,0.006792,lab004-090
MPI_Bcast,0,4,0.001022,lab004-090
my_broadcast,0,4,0.006900,lab004-090
MPI_Bcast,0,4,0.001576,lab004-090
my_broadcast,0,4,0.006664,lab004-090
MPI_Bcast,0,4,0.001543,lab004-090
my_broadcast,0,4,0.006713,lab004-090
MPI_Bcast,0,4,0.001096,lab004-090
my_broadcast,0,4,0.006696,lab004-090
MPI_Bcast,0,4,0.001261,lab004-090
my_broadcast,0,4,0.006663,lab004-090
MPI_Bcast,0,4,0.001448,lab004-090
my_broadcast,0,4,0.006652,lab004-090
MPI_Bcast,0,4,0.001273,lab004-090
my_broadcast,0,4,0.006703,lab004-090
MPI_Bcast,0,4,0.001533,lab004-090
my_broadcast,0,4,0.006677,lab004-090
MPI_Bcast,0,4,0.001597,lab004-090
my_broadcast,0,4,0.006652,lab004-090
MPI_Bcast,0,4,0.001420,lab004-090
my_broadcast,0,4,0.006632,lab004-090
MPI_Bcast,0,4,0.001323,lab004-090
my_broadcast,0,4,0.006631,lab004-090
MPI_Bcast,0,4,0.001287,lab004-090
my_broadcast,0,4,0.006744,lab004-090
MPI_Bcast,0,4,0.001513,lab004-090
my_broadcast,0,4,0.006683,lab004-090
MPI_Bcast,0,4,0.001527,lab004-090
my_broadcast,0,4,0.006875,lab004-090
MPI_Bcast,0,4,0.001295,lab004-090
my_broadcast,0,4,0.006685,lab004-090
MPI_Bcast,0,4,0.001340,lab004-090
my_broadcast,0,4,0.006728,lab004-090
