0,2,3,4,0.000034
1,2,3,4,0.000002
2,2,3,4,0.000001
3,2,3,4,0.000001
0,6,7,4,0.000033
1,6,7,4,0.000002
2,6,7,4,0.000001
3,6,7,4,0.000001
4,6,7,4,0.000001
5,6,7,4,0.000001
6,6,7,4,0.000001
7,6,7,4,0.000001
8,6,7,4,0.000001
4,2,3,4,0.000001
5,2,3,4,0.000001
6,2,3,4,0.000001
7,2,3,4,0.000001
8,2,3,4,0.000001
9,2,3,4,0.000001
10,2,3,4,0.000001
11,2,3,4,0.000001
12,2,3,4,0.000001
13,2,3,4,0.000001
14,2,3,4,0.000001
9,6,7,4,0.000001
10,6,7,4,0.000001
11,6,7,4,0.000001
12,6,7,4,0.000001
13,6,7,4,0.000001
14,6,7,4,0.000001
15,6,7,4,0.000015
16,6,7,4,0.000004
17,6,7,4,0.000001
15,2,3,4,0.000016
16,2,3,4,0.000004
17,2,3,4,0.000001
18,6,7,4,0.000001
19,6,7,4,0.000001
20,6,7,4,0.000001
21,6,7,4,0.000001
22,6,7,4,0.000001
18,2,3,4,0.000002
19,2,3,4,0.000001
20,2,3,4,0.000001
21,2,3,4,0.000001
22,2,3,4,0.000001
23,2,3,4,0.000001
24,2,3,4,0.000001
25,2,3,4,0.000001
26,2,3,4,0.000003
27,2,3,4,0.000001
28,2,3,4,0.000001
23,6,7,4,0.000001
24,6,7,4,0.000001
25,6,7,4,0.000001
26,6,7,4,0.000002
27,6,7,4,0.000001
29,2,3,4,0.000001
30,2,3,4,0.000001
31,2,3,4,0.000001
32,2,3,4,0.000001
33,2,3,4,0.000001
34,2,3,4,0.000001
28,6,7,4,0.000001
29,6,7,4,0.000001
30,6,7,4,0.000001
31,6,7,4,0.000001
32,6,7,4,0.000001
33,6,7,4,0.000001
34,6,7,4,0.000001
35,2,3,4,0.000001
36,2,3,4,0.000001
37,2,3,4,0.000001
38,2,3,4,0.000001
39,2,3,4,0.000001
35,6,7,4,0.000001
36,6,7,4,0.000001
37,6,7,4,0.000001
40,2,3,4,0.000001
41,2,3,4,0.000001
42,2,3,4,0.000001
43,2,3,4,0.000001
44,2,3,4,0.000001
45,2,3,4,0.000001
38,6,7,4,0.000001
39,6,7,4,0.000001
40,6,7,4,0.000001
41,6,7,4,0.000001
42,6,7,4,0.000001
43,6,7,4,0.000001
44,6,7,4,0.000001
45,6,7,4,0.000001
46,6,7,4,0.000001
47,6,7,4,0.000001
48,6,7,4,0.000001
46,2,3,4,0.000001
47,2,3,4,0.000001
48,2,3,4,0.000001
49,2,3,4,0.000001
50,2,3,4,0.000001
51,2,3,4,0.000001
52,2,3,4,0.000001
49,6,7,4,0.000001
50,6,7,4,0.000001
51,6,7,4,0.000001
52,6,7,4,0.000001
53,6,7,4,0.000001
53,2,3,4,0.000001
54,2,3,4,0.000001
55,2,3,4,0.000001
56,2,3,4,0.000001
57,2,3,4,0.000001
58,2,3,4,0.000001
54,6,7,4,0.000001
55,6,7,4,0.000001
56,6,7,4,0.000001
57,6,7,4,0.000001
58,6,7,4,0.000001
59,6,7,4,0.000001
60,6,7,4,0.000001
61,6,7,4,0.000001
62,6,7,4,0.000001
63,6,7,4,0.000001
59,2,3,4,0.000001
60,2,3,4,0.000001
61,2,3,4,0.000001
62,2,3,4,0.000001
63,2,3,4,0.000001
64,2,3,4,0.000001
65,2,3,4,0.000001
66,2,3,4,0.000001
67,2,3,4,0.000001
68,2,3,4,0.000001
69,2,3,4,0.000001
70,2,3,4,0.000001
64,6,7,4,0.000001
65,6,7,4,0.000001
66,6,7,4,0.000001
67,6,7,4,0.000001
68,6,7,4,0.000001
71,2,3,4,0.000001
72,2,3,4,0.000001
73,2,3,4,0.000001
74,2,3,4,0.000001
75,2,3,4,0.000001
76,2,3,4,0.000001
77,2,3,4,0.000001
78,2,3,4,0.000001
79,2,3,4,0.000001
69,6,7,4,0.000001
70,6,7,4,0.000001
71,6,7,4,0.000001
72,6,7,4,0.000001
73,6,7,4,0.000001
74,6,7,4,0.000001
75,6,7,4,0.000001
76,6,7,4,0.000001
77,6,7,4,0.000001
78,6,7,4,0.000001
79,6,7,4,0.000001
80,6,7,4,0.000001
80,2,3,4,0.000001
81,2,3,4,0.000001
82,2,3,4,0.000001
83,2,3,4,0.000001
84,2,3,4,0.000001
85,2,3,4,0.000001
86,2,3,4,0.000001
87,2,3,4,0.000001
88,2,3,4,0.000001
89,2,3,4,0.000001
90,2,3,4,0.000001
91,2,3,4,0.000001
92,2,3,4,0.000001
81,6,7,4,0.000001
82,6,7,4,0.000001
83,6,7,4,0.000001
84,6,7,4,0.000001
85,6,7,4,0.000001
93,2,3,4,0.000001
94,2,3,4,0.000001
95,2,3,4,0.000001
96,2,3,4,0.000001
97,2,3,4,0.000001
86,6,7,4,0.000001
87,6,7,4,0.000001
88,6,7,4,0.000001
89,6,7,4,0.000001
90,6,7,4,0.000001
91,6,7,4,0.000001
98,2,3,4,0.000001
99,2,3,4,0.000001
92,6,7,4,0.000001
93,6,7,4,0.000001
94,6,7,4,0.000001
95,6,7,4,0.000001
96,6,7,4,0.000001
97,6,7,4,0.000001
98,6,7,4,0.000001
99,6,7,4,0.000001
0,0,1,4,0.000508
1,0,1,4,0.000003
2,0,1,4,0.000001
3,0,1,4,0.000001
4,0,1,4,0.000001
5,0,1,4,0.000001
6,0,1,4,0.000001
7,0,1,4,0.000001
8,0,1,4,0.000001
9,0,1,4,0.000001
0,4,5,4,0.000030
10,0,1,4,0.000001
11,0,1,4,0.000001
12,0,1,4,0.000001
1,4,5,4,0.000004
2,4,5,4,0.000001
3,4,5,4,0.000002
4,4,5,4,0.000001
5,4,5,4,0.000001
6,4,5,4,0.000001
7,4,5,4,0.000001
13,0,1,4,0.000027
14,0,1,4,0.000001
8,4,5,4,0.000001
9,4,5,4,0.000001
10,4,5,4,0.000002
11,4,5,4,0.000001
12,4,5,4,0.000023
13,4,5,4,0.000002
15,0,1,4,0.000016
16,0,1,4,0.000004
14,4,5,4,0.000001
17,0,1,4,0.000001
18,0,1,4,0.000001
19,0,1,4,0.000001
15,4,5,4,0.000019
16,4,5,4,0.000003
20,0,1,4,0.000001
21,0,1,4,0.000001
22,0,1,4,0.000001
23,0,1,4,0.000001
24,0,1,4,0.000001
25,0,1,4,0.000001
26,0,1,4,0.000003
27,0,1,4,0.000001
17,4,5,4,0.000001
18,4,5,4,0.000001
19,4,5,4,0.000001
20,4,5,4,0.000001
21,4,5,4,0.000001
22,4,5,4,0.000001
23,4,5,4,0.000001
24,4,5,4,0.000001
25,4,5,4,0.000001
28,0,1,4,0.000002
29,0,1,4,0.000001
30,0,1,4,0.000001
31,0,1,4,0.000001
32,0,1,4,0.000001
33,0,1,4,0.000001
34,0,1,4,0.000001
35,0,1,4,0.000001
26,4,5,4,0.000003
27,4,5,4,0.000001
28,4,5,4,0.000001
29,4,5,4,0.000001
30,4,5,4,0.000001
31,4,5,4,0.000001
32,4,5,4,0.000001
33,4,5,4,0.000001
36,0,1,4,0.000001
37,0,1,4,0.000001
38,0,1,4,0.000001
39,0,1,4,0.000007
40,0,1,4,0.000001
41,0,1,4,0.000001
42,0,1,4,0.000001
43,0,1,4,0.000001
44,0,1,4,0.000001
34,4,5,4,0.000001
35,4,5,4,0.000001
36,4,5,4,0.000001
37,4,5,4,0.000001
38,4,5,4,0.000001
45,0,1,4,0.000001
46,0,1,4,0.000001
47,0,1,4,0.000001
48,0,1,4,0.000001
39,4,5,4,0.000001
40,4,5,4,0.000001
41,4,5,4,0.000001
42,4,5,4,0.000001
49,0,1,4,0.000001
50,0,1,4,0.000001
51,0,1,4,0.000001
52,0,1,4,0.000001
43,4,5,4,0.000001
44,4,5,4,0.000001
45,4,5,4,0.000001
46,4,5,4,0.000001
47,4,5,4,0.000001
48,4,5,4,0.000001
53,0,1,4,0.000001
54,0,1,4,0.000001
55,0,1,4,0.000001
56,0,1,4,0.000001
57,0,1,4,0.000001
49,4,5,4,0.000001
50,4,5,4,0.000001
51,4,5,4,0.000001
52,4,5,4,0.000001
53,4,5,4,0.000001
58,0,1,4,0.000001
59,0,1,4,0.000002
60,0,1,4,0.000001
54,4,5,4,0.000001
55,4,5,4,0.000001
56,4,5,4,0.000001
61,0,1,4,0.000001
62,0,1,4,0.000001
63,0,1,4,0.000001
64,0,1,4,0.000001
57,4,5,4,0.000001
58,4,5,4,0.000001
59,4,5,4,0.000001
60,4,5,4,0.000001
61,4,5,4,0.000001
62,4,5,4,0.000001
65,0,1,4,0.000001
66,0,1,4,0.000009
63,4,5,4,0.000001
64,4,5,4,0.000001
65,4,5,4,0.000001
67,0,1,4,0.000001
68,0,1,4,0.000001
69,0,1,4,0.000001
70,0,1,4,0.000001
66,4,5,4,0.000001
67,4,5,4,0.000001
68,4,5,4,0.000001
69,4,5,4,0.000001
70,4,5,4,0.000001
71,4,5,4,0.000001
72,4,5,4,0.000001
